"Student_ID","First_Name","Last_Name","Email","Gender","Age","Department","Attendance","Midterm_Score","Final_Score","Assignments_Avg","Quizzes_Avg","Participation_Score","Projects_Score","Total_Score","Grade","Study_Hours_per_Week","Extracurricular_Activities","Internet_Access_at_Home","Parent_Education_Level","Family_Income_Level","Stress_Level","Sleep_Hours_per_Night","Pass_Fail"
"S1204","Maria","Brown","student204@university.com","Female",24,"CS",72.2,73.5,47.01,96.78,51.26,2.15,52.72,58.34,"C",16.4,"No","Yes","Bachelor's","Low",9,8,"Pass"
"S1205","Ahmed","Jones","student205@university.com","Female",20,"Engineering",79.85,64.62,69.2,62.52,86.26,5.74,60.58,93.72,"C",11.2,"No","Yes","None","Medium",4,7.2,"Pass"
"S1206","Liam","Johnson","student206@university.com","Male",24,"CS",64.54,95.22,64.51,58.39,99.94,5.08,57.32,62.03,"D",15.5,"No","Yes","Master's","Low",8,4.2,"Fail"
"S1207","Maria","Smith","student207@university.com","Female",20,"Engineering",85.77,92.8,45.89,74.67,81.98,5.21,50.32,87.22,"B",5.5,"No","Yes","PhD","Medium",4,6.9,"Pass"
"S1209","Ahmed","Davis","student209@university.com","Male",24,"Engineering",63,61.56,41.71,51.82,93.72,9.5,89.8,83.05,"D",23,"Yes","Yes","PhD","High",1,6.8,"Fail"
"S1210","Omar","Brown","student210@university.com","Male",18,"Business",65.03,59.53,92.62,74.8,77.71,0.54,97.86,94.78,"C",14.2,"No","Yes","None","Medium",2,5.9,"Pass"
"S1211","Omar","Smith","student211@university.com","Female",21,"Engineering",83.06,56.05,76.47,60.76,87.47,7.6,72.05,50.49,"F",23.7,"Yes","Yes","Master's","Low",10,5.4,"Fail"
"S1213","Omar","Johnson","student213@university.com","Male",21,"Mathematics",85.2,88.3,71.29,64.8,51.91,3.74,93.2,51.48,"A",29.6,"Yes","Yes","None","Medium",2,5.9,"Pass"
"S1215","Ahmed","Williams","student215@university.com","Female",22,"Business",69.64,51.41,82.05,69.71,53.94,4.46,81.24,92.88,"B",15.1,"No","Yes","Bachelor's","Low",8,5.1,"Pass"
"S1216","Maria","Brown","student216@university.com","Female",20,"CS",69.74,68.53,94.48,56.77,55.33,8.04,63.66,85.44,"D",21,"Yes","Yes","PhD","Low",10,4.7,"Fail"
"S1220","John","Jones","student220@university.com","Male",23,"Engineering",54.66,69.78,97.5,69.69,92.78,1.04,89.83,55.55,"F",12.7,"No","Yes","None","Low",9,5.9,"Fail"
"S1221","John","Johnson","student221@university.com","Male",18,"Business",96.89,58.03,98.85,56.88,87.5,7.62,78.18,93.03,"A",9.7,"No","Yes","PhD","High",8,8.1,"Pass"
"S1223","Maria","Jones","student223@university.com","Female",22,"Engineering",92.88,45.43,51.62,94.52,74.45,8.36,83.54,63.91,"B",9.5,"No","No","None","Medium",3,6.4,"Pass"
"S1224","Sara","Brown","student224@university.com","Female",24,"CS",95.33,92.19,47.15,73.44,62.79,5.84,88.34,91.25,"A",20.7,"Yes","Yes","PhD","Medium",8,4.2,"Pass"
"S1225","Sara","Johnson","student225@university.com","Female",24,"Business",70.43,62.6,96.76,59.78,73.75,5.07,92.23,86.92,"B",8.3,"No","Yes","Master's","Medium",2,7.6,"Pass"
"S1228","Ali","Davis","student228@university.com","Male",22,"CS",51.08,46.25,96.03,87.15,54.08,4.45,75.5,93.06,"D",29.8,"No","Yes","Master's","Medium",7,6.1,"Fail"
"S1230","Emma","Davis","student230@university.com","Male",21,"Mathematics",53.74,80.93,83.77,64.77,87.14,9.68,60.39,93.93,"D",22.8,"No","Yes","None","Low",2,6.9,"Fail"
"S1231","Maria","Davis","student231@university.com","Male",18,"CS",99.43,41.94,77.52,94.76,77.95,9.05,71.06,68.7,"B",11.9,"No","Yes","Master's","Medium",5,5,"Pass"
"S1233","Maria","Brown","student233@university.com","Male",21,"CS",87.67,78.14,60.32,76.75,76.96,3.68,50.67,98.62,"A",18.9,"Yes","Yes","Bachelor's","Low",7,6.9,"Pass"
"S1234","Maria","Jones","student234@university.com","Female",22,"Mathematics",62.29,79.76,49,85.68,75.14,8.53,94.93,87.99,"D",24.1,"No","Yes","High School","Medium",7,8.1,"Fail"
"S1236","Emma","Jones","student236@university.com","Female",21,"CS",52.16,83.21,68.63,52,73.03,7.04,88.34,82.4,"D",18.1,"No","Yes","PhD","Low",5,6.6,"Fail"
"S1237","Emma","Johnson","student237@university.com","Male",22,"CS",91.89,79.57,40.26,61.39,55.54,2.8,67.33,76.97,"B",27.1,"Yes","Yes","None","High",4,4.4,"Pass"
"S1241","Omar","Williams","student241@university.com","Female",23,"CS",53.42,94.74,53.35,77.78,63.17,8.65,84.35,88.89,"D",28.6,"No","Yes","None","Low",6,8.9,"Fail"
"S1242","Maria","Brown","student242@university.com","Male",19,"CS",74.07,41.09,49.53,97.18,62.25,3.94,87.98,77.96,"D",14.4,"Yes","Yes","PhD","High",3,5.4,"Fail"
"S1245","Emma","Brown","student245@university.com","Male",21,"Business",61.88,65.63,64.33,65.91,90.93,5.93,63.51,67.65,"B",19.6,"No","No","Bachelor's","Low",1,7.6,"Pass"
"S1246","Ali","Jones","student246@university.com","Female",22,"CS",67.12,41.49,92.28,80.08,66.36,0.41,91.73,51.01,"C",18.4,"Yes","Yes","None","Medium",6,8.9,"Pass"
"S1247","Ali","Brown","student247@university.com","Female",18,"CS",78.37,43.96,78.51,83.74,65.26,4.61,79.97,99.09,"B",25.5,"No","Yes","High School","Low",8,8.9,"Pass"
"S1252","Maria","Jones","student252@university.com","Female",18,"Engineering",54.11,59.1,78.62,84.32,67.23,8.84,51.72,72.6,"C",20,"No","Yes","Bachelor's","Medium",7,5.7,"Pass"
"S1254","Ali","Williams","student254@university.com","Female",19,"CS",71.22,41.26,69.79,71.99,99.63,6.95,97.61,85.41,"C",26.5,"Yes","Yes","Bachelor's","High",6,5.7,"Pass"
"S1255","John","Williams","student255@university.com","Female",21,"Business",77.13,56.38,84.02,98.19,65.08,0.87,78.13,89.41,"C",26.7,"No","Yes","PhD","High",9,7.8,"Pass"
"S1256","Omar","Jones","student256@university.com","Female",22,"Engineering",68.62,66.95,98.27,81.29,96.53,2,72.13,77.78,"A",5.4,"No","No","High School","Low",2,8,"Pass"
"S1259","John","Davis","student259@university.com","Male",18,"Engineering",71.59,83.06,54.67,86.23,73,9.69,78.73,85.99,"C",21.7,"No","Yes","Master's","Low",3,4.6,"Pass"
"S1260","Ali","Davis","student260@university.com","Male",18,"CS",69.11,93.68,75.71,79.59,89.16,1.91,56.4,97.74,"A",20.8,"No","Yes","Bachelor's","High",10,4.1,"Pass"
"S1261","Emma","Johnson","student261@university.com","Male",20,"Engineering",82.38,96.21,56.53,57.11,53.05,9.01,95.96,93.73,"F",26.5,"Yes","Yes","None","Low",2,7.1,"Fail"
"S1263","Ali","Brown","student263@university.com","Male",20,"Engineering",75.52,43.17,64.32,62.63,88.03,5.65,87.28,97.37,"C",23.8,"Yes","Yes","Master's","Low",7,8.5,"Pass"
"S1265","Sara","Johnson","student265@university.com","Male",24,"Engineering",65.11,46.61,82.1,63.35,55.26,3.65,61.3,99.56,"F",24.5,"No","Yes","PhD","Medium",1,8,"Fail"
"S1266","Maria","Davis","student266@university.com","Male",23,"Mathematics",51.54,80.18,71.45,61.53,62.24,1.56,77.89,85.07,"D",10,"Yes","Yes","PhD","High",4,6,"Fail"
"S1271","Liam","Davis","student271@university.com","Male",20,"Engineering",71.63,81.59,81.15,90.55,61.42,4.68,93.44,93.33,"B",29.6,"Yes","Yes","None","Low",1,4.3,"Pass"
"S1272","Liam","Smith","student272@university.com","Female",23,"CS",66.91,55.7,62.89,74.18,70.61,2.33,86.16,71.62,"F",11.2,"No","Yes","PhD","Medium",8,4.7,"Fail"
"S1274","Ali","Davis","student274@university.com","Male",18,"CS",64.81,50.77,88.98,73.26,82.78,8.47,63.45,96.59,"B",6.4,"Yes","No","PhD","Medium",5,4,"Pass"
"S1275","Maria","Johnson","student275@university.com","Male",22,"Mathematics",94.32,94.29,96.5,62.66,99.23,1.46,89.6,62.77,"B",25.1,"No","Yes","None","Low",3,5,"Pass"
"S1277","Emma","Smith","student277@university.com","Female",23,"Business",85.7,47.81,83.72,97.89,59.61,0.13,70.07,73.52,"B",29.9,"No","Yes","Master's","High",3,7.5,"Pass"
"S1278","Ali","Williams","student278@university.com","Male",22,"Engineering",80.6,89.6,64.65,68.1,78.88,2.46,64.38,60.64,"C",11,"No","Yes","High School","Medium",3,4.5,"Pass"
"S1281","Maria","Brown","student281@university.com","Male",20,"Business",68.45,55.74,45.01,89.74,58.61,4.94,50.85,54.75,"D",12.2,"Yes","Yes","Bachelor's","Medium",8,8.4,"Fail"
"S1282","Emma","Davis","student282@university.com","Female",19,"Business",79.61,93.08,71.82,62.72,66.78,6.61,72.8,77.09,"D",12.4,"Yes","Yes","High School","Medium",1,5.8,"Fail"
"S1284","Sara","Jones","student284@university.com","Male",24,"CS",60.74,79.97,60.39,93.11,74.97,2.81,98.04,53.35,"C",14.1,"Yes","Yes","Master's","Low",2,7.4,"Pass"
"S1285","John","Williams","student285@university.com","Male",19,"CS",55.82,61.92,78.67,67.87,96.65,6.84,53.93,70.81,"F",16,"No","Yes","Bachelor's","Medium",9,8.4,"Fail"
"S1288","Ali","Johnson","student288@university.com","Male",21,"Business",81.26,50.25,57.01,70.06,66.49,6.7,58.52,88.77,"A",21.6,"Yes","Yes","PhD","Low",7,7,"Pass"
"S1289","Liam","Brown","student289@university.com","Male",22,"CS",74.52,62.34,80.17,81.98,61.8,6.2,55.84,65.29,"F",21.2,"No","Yes","Bachelor's","Medium",8,6.2,"Fail"
"S1290","Ali","Johnson","student290@university.com","Male",18,"Business",93.63,76.02,48.49,73.66,99.66,0.79,72.62,75.35,"B",29.1,"Yes","Yes","High School","Low",2,4.8,"Pass"
"S1291","John","Davis","student291@university.com","Female",22,"Engineering",77.35,68.94,84.15,51.06,69.36,7.48,79.04,87.06,"B",8.3,"No","Yes","High School","Medium",10,8,"Pass"
"S1292","Ali","Smith","student292@university.com","Male",19,"CS",74.04,51.92,78.74,90.72,97.03,5.22,91.01,57.63,"A",5.8,"No","Yes","High School","Medium",1,7.9,"Pass"
"S1295","Maria","Smith","student295@university.com","Male",24,"Business",55.58,91.78,57,79,55.96,5.95,61.07,92.5,"D",10.3,"Yes","Yes","PhD","Medium",2,5.2,"Fail"
"S1296","Emma","Brown","student296@university.com","Male",22,"Engineering",58.89,41.89,41.64,85.28,92.78,9.2,87.4,55.58,"C",10.4,"No","Yes","Master's","Medium",3,8.1,"Pass"
"S1297","Omar","Johnson","student297@university.com","Female",22,"CS",89.36,98.62,79.32,70.54,51.6,7.42,76.86,66.48,"A",26.7,"No","No","PhD","Medium",4,6,"Pass"
"S1298","Ahmed","Brown","student298@university.com","Male",20,"CS",91.79,51.91,76.17,86.78,98.22,3.02,72.54,77.08,"A",13.1,"No","Yes","Bachelor's","Low",5,6.4,"Pass"
"S1299","Liam","Williams","student299@university.com","Male",21,"CS",77.26,46.62,41.65,56.57,70.91,1.18,96.79,85.05,"A",15.4,"Yes","Yes","None","High",10,7.1,"Pass"
"S1300","Ali","Davis","student300@university.com","Female",23,"Engineering",77.72,74.62,47.36,82.67,62.37,8.53,85.1,86.5,"B",22.1,"No","Yes","High School","High",10,6,"Pass"
"S1301","Ali","Jones","student301@university.com","Female",24,"Business",81.6,44.8,75.08,91.32,80.87,8.46,84.08,62.66,"C",13.5,"No","Yes","High School","Medium",4,4.2,"Pass"
"S1302","John","Johnson","student302@university.com","Female",22,"CS",71.96,76.15,94.71,94.47,56.65,1.75,50.59,50.69,"C",18.9,"Yes","Yes","PhD","Medium",8,7,"Pass"
"S1304","Sara","Davis","student304@university.com","Female",23,"Engineering",55.42,42.87,49.09,65.64,91.39,7.12,89.67,95.46,"D",11.5,"No","Yes","Bachelor's","Low",7,8.8,"Fail"
"S1305","Ahmed","Smith","student305@university.com","Male",24,"Engineering",98.06,87.99,63.07,58.17,71.23,7.23,64.95,89.88,"A",22.9,"Yes","No","PhD","Medium",4,7.5,"Pass"
"S1306","Maria","Johnson","student306@university.com","Female",19,"Mathematics",87.51,63.67,42.59,67.28,75.91,1.77,64.61,81.12,"B",25.9,"No","Yes","High School","Low",7,8.2,"Pass"
"S1307","Sara","Jones","student307@university.com","Female",19,"CS",81.56,49.57,68.16,77,58.83,6.68,52.67,98.88,"D",24.6,"Yes","Yes","PhD","Low",5,8.8,"Fail"
"S1308","Liam","Davis","student308@university.com","Female",18,"Mathematics",65.82,50.57,85.19,59.82,53.07,2.79,52.54,71.66,"B",14.9,"Yes","Yes","None","Medium",2,4.3,"Pass"
"S1309","Emma","Jones","student309@university.com","Male",20,"CS",58.05,95.13,87.4,97.63,68.39,2.61,83.43,76.25,"C",28.3,"No","Yes","None","Low",9,4.7,"Pass"
"S1310","Liam","Smith","student310@university.com","Male",21,"CS",70.47,46.64,69.94,94.86,75.31,3.25,59.31,50.61,"C",27.5,"No","Yes","None","Low",2,8,"Pass"
"S1313","Omar","Brown","student313@university.com","Male",22,"Engineering",69.13,42.34,95.93,89.47,89.13,4.99,67.44,69.54,"D",27.3,"No","Yes","Bachelor's","Medium",4,8.7,"Fail"
"S1314","John","Smith","student314@university.com","Male",18,"Engineering",80.66,67.87,53.78,62.27,55.77,2.98,69,52.23,"B",23.6,"Yes","Yes","PhD","Low",7,6.3,"Pass"
"S1315","Liam","Davis","student315@university.com","Male",24,"Business",90.69,89.05,59.19,76.19,53.2,8.84,66.36,68.12,"A",12.8,"No","Yes","Bachelor's","Medium",5,6.3,"Pass"
"S1316","John","Brown","student316@university.com","Male",24,"Business",51.31,83.57,84.81,70.3,57.94,0.55,54.62,50.18,"F",12.6,"No","Yes","High School","Low",7,8.4,"Fail"
"S1317","Ali","Williams","student317@university.com","Male",22,"CS",72.53,69.33,84.01,59.83,88.6,7.97,51.57,66.22,"B",13.1,"No","Yes","Master's","Low",1,5.4,"Pass"
"S1319","Emma","Brown","student319@university.com","Female",18,"Engineering",77.31,47.22,63.29,99.68,57.07,2.54,97.15,57.71,"B",11,"No","Yes","Master's","Low",2,5.7,"Pass"
"S1320","Liam","Jones","student320@university.com","Male",20,"Engineering",82.57,94.6,70.88,68.26,51.55,1.98,95.86,77.27,"D",21.3,"No","Yes","PhD","Low",6,4.6,"Fail"
"S1321","Ahmed","Brown","student321@university.com","Male",18,"Engineering",75.83,90.79,68.04,77.62,84.26,8.75,90.49,59.33,"A",25.9,"No","Yes","Bachelor's","High",2,5.8,"Pass"
"S1323","Sara","Smith","student323@university.com","Male",18,"Mathematics",52.73,89.07,86.16,93.85,87.71,0.46,92.81,78.12,"C",6.5,"Yes","Yes","Master's","Medium",5,6.6,"Pass"
"S1325","Emma","Smith","student325@university.com","Female",24,"Mathematics",54.57,80.51,47.99,58.94,79.19,3.49,59.01,93.31,"C",5.5,"No","Yes","Master's","Medium",5,6.2,"Pass"
"S1326","John","Smith","student326@university.com","Male",21,"CS",57.99,73.64,87.51,95,87.87,3.42,84.21,89.2,"D",25.8,"No","Yes","High School","Medium",2,4.9,"Fail"
"S1328","Liam","Davis","student328@university.com","Female",23,"Business",57.78,74.13,41.4,54.77,76.39,6.61,50.98,50.03,"D",25,"No","Yes","None","Low",8,4.5,"Fail"
"S1329","Liam","Williams","student329@university.com","Male",21,"Engineering",98.18,55.45,43.61,82.65,65.72,3.53,62.57,72.86,"A",18.6,"No","Yes","Bachelor's","Medium",8,4.6,"Pass"
"S1330","Ali","Brown","student330@university.com","Male",22,"Engineering",97.34,66.42,80.67,69.3,61.28,1.43,63.27,99.99,"B",14,"Yes","Yes","PhD","Low",10,5.5,"Pass"
"S1331","Ali","Williams","student331@university.com","Male",21,"Engineering",66.81,56.85,62.32,76.54,98.48,5.52,54.95,90.56,"C",27.5,"Yes","Yes","PhD","Medium",1,4,"Pass"
"S1333","John","Smith","student333@university.com","Female",21,"Business",76.69,59.31,84.06,52.64,72.28,8.6,69.2,81.06,"D",7,"No","Yes","PhD","Medium",8,6.4,"Fail"
"S1334","Emma","Jones","student334@university.com","Male",18,"CS",90.78,91.12,41.3,64.65,56.84,4.84,96.99,85.64,"A",28.3,"No","Yes","PhD","Medium",1,4.9,"Pass"
"S1335","Liam","Johnson","student335@university.com","Female",21,"Business",81.37,62.86,81.21,73.05,86.4,6.46,93.01,90.27,"A",16.7,"No","Yes","None","Medium",9,5.3,"Pass"
"S1336","Ahmed","Johnson","student336@university.com","Male",22,"Engineering",50.01,84.88,51.54,63.33,62.79,0.54,97.3,54.61,"D",8.7,"No","Yes","High School","Low",9,5.8,"Fail"
"S1337","John","Brown","student337@university.com","Female",23,"CS",88.16,50.51,65.35,52.45,58.43,8.95,56.03,84.63,"A",24.3,"No","Yes","High School","High",8,4.2,"Pass"
"S1338","Maria","Jones","student338@university.com","Male",23,"Business",87.34,65.47,77.48,54.33,69.08,3.27,51.4,90.77,"A",17.9,"No","Yes","Bachelor's","Low",10,5.1,"Pass"
"S1339","Maria","Brown","student339@university.com","Male",20,"Engineering",75.49,46.89,92.36,90.09,76.49,6.32,55.49,52.04,"F",21.8,"No","Yes","High School","Medium",7,7.9,"Fail"
"S1340","John","Brown","student340@university.com","Female",24,"Business",95.15,48.32,67.37,95.57,54.87,9.16,95.71,64.85,"A",22.4,"No","Yes","High School","Low",6,5.7,"Pass"
"S1343","Sara","Johnson","student343@university.com","Male",21,"Engineering",80.4,52.8,64.87,82.61,94.59,7.04,61.38,89.02,"D",7.6,"Yes","Yes","High School","Low",1,8.9,"Fail"
"S1344","John","Smith","student344@university.com","Female",24,"CS",99.83,68.47,70.06,97.71,96.04,9.21,51.03,82.82,"A",20.1,"Yes","Yes","High School","Medium",1,4.7,"Pass"
"S1345","Omar","Jones","student345@university.com","Female",23,"Business",64.94,91.8,82.03,64.98,86.65,8.12,54.23,90.24,"B",8.7,"No","Yes","Master's","Medium",9,8.5,"Pass"
"S1346","John","Brown","student346@university.com","Female",24,"CS",66.23,50.45,41.87,92.76,73.33,6.1,85.49,72.67,"A",26.9,"Yes","Yes","High School","High",6,4.4,"Pass"
"S1347","Maria","Johnson","student347@university.com","Female",21,"Engineering",59.14,41.15,93.45,75.3,62.74,6.59,59.12,93.74,"D",9.3,"No","Yes","Master's","High",3,8.4,"Fail"
"S1348","Liam","Williams","student348@university.com","Female",22,"CS",94.79,79.12,86.19,97.83,87.21,1.47,61.46,61.71,"A",16,"No","No","None","Low",9,6.5,"Pass"
"S1349","Omar","Brown","student349@university.com","Female",21,"CS",87.22,43.21,54.96,56.81,96.59,4.7,68.86,85.23,"A",7.2,"Yes","No","High School","Low",3,7,"Pass"
"S1351","Ali","Smith","student351@university.com","Female",22,"CS",99.09,76.58,50.76,72.05,73.29,4.32,73.47,51.99,"A",5.1,"No","Yes","Master's","Low",5,8.5,"Pass"
"S1352","Ali","Smith","student352@university.com","Female",22,"Engineering",86.55,68.22,94.85,97.65,65.76,6.62,97.23,64.21,"B",16.1,"Yes","Yes","High School","Medium",1,6.9,"Pass"
"S1353","Liam","Williams","student353@university.com","Male",20,"Mathematics",92.53,65.8,59.47,72.93,67.84,1.49,71.71,74.65,"A",22.2,"Yes","No","PhD","Low",5,7.4,"Pass"
"S1355","Omar","Brown","student355@university.com","Female",18,"Business",75.25,45.44,67.38,90.24,97.59,3.97,76.81,75.44,"F",18.8,"No","Yes","Master's","Medium",2,4.6,"Fail"
"S1356","Sara","Johnson","student356@university.com","Male",22,"CS",84.93,95.8,84.19,86.13,62.93,3.22,72.54,58.96,"A",16.9,"No","Yes","None","Medium",2,8.2,"Pass"
"S1358","Ali","Johnson","student358@university.com","Female",23,"Business",83.33,51.04,56.17,70.85,97.57,9.31,96.76,63.5,"A",21.8,"Yes","Yes","PhD","Low",10,5.5,"Pass"
"S1361","Ali","Williams","student361@university.com","Female",24,"Engineering",92.43,41.05,57.78,50.49,52.94,1.79,60.81,77.12,"A",29.3,"No","Yes","High School","High",5,8.7,"Pass"
"S1363","Sara","Williams","student363@university.com","Female",24,"CS",63.54,78.91,89.21,93.3,59.38,6.58,69.3,84.77,"B",11.4,"Yes","Yes","High School","High",2,7.3,"Pass"
"S1364","Omar","Williams","student364@university.com","Male",21,"Business",52.17,75.02,94.09,82.66,99,4.84,88.51,92.29,"C",28.1,"Yes","No","None","Low",5,7.2,"Pass"
"S1366","Emma","Jones","student366@university.com","Male",24,"Engineering",69,76.21,93.58,94.75,72.22,0.29,78.87,61.95,"F",14.1,"No","Yes","Master's","High",6,6.2,"Fail"
"S1369","Omar","Williams","student369@university.com","Male",22,"CS",71.84,73.24,83.73,98.24,62.53,7.88,59.7,59.88,"D",11.9,"Yes","Yes","High School","Medium",1,8.1,"Fail"
"S1374","Ali","Davis","student374@university.com","Male",18,"CS",82.07,98.57,95.11,77.84,91.22,7.17,78.79,81.54,"B",11.3,"Yes","Yes","Bachelor's","Low",4,4.7,"Pass"
"S1375","Maria","Davis","student375@university.com","Female",21,"Engineering",88.71,86.34,61.58,85.48,77.13,7.29,88.06,65.86,"B",13.5,"No","Yes","None","High",7,4.9,"Pass"
"S1376","Maria","Brown","student376@university.com","Female",20,"CS",70.15,97.39,96.22,65.16,98.97,9.1,93.65,53.32,"B",19,"No","No","None","Medium",9,6.7,"Pass"
"S1377","Ali","Smith","student377@university.com","Male",20,"Business",86.13,92.04,67.57,54.67,71.17,3.38,61.02,94.59,"A",16,"No","Yes","Master's","Medium",9,6.5,"Pass"
"S1380","Liam","Johnson","student380@university.com","Male",19,"CS",60.76,42.94,89.76,93.87,86.85,4.9,81.44,87.24,"D",18.2,"No","Yes","High School","High",7,4.9,"Fail"
"S1381","Emma","Johnson","student381@university.com","Male",21,"Business",77.58,90.26,46.29,95.65,82.96,7.86,92.51,53.29,"A",14.8,"Yes","No","High School","High",7,5.3,"Pass"
"S1382","Maria","Smith","student382@university.com","Female",22,"CS",80.09,69.38,75.17,68.94,88.92,8.12,62.81,68.49,"F",27.8,"No","Yes","Bachelor's","Medium",5,6.5,"Fail"
"S1383","Ahmed","Johnson","student383@university.com","Female",22,"CS",99.93,88.88,48.56,68.63,53.67,3.98,80.05,55.44,"A",23.7,"No","Yes","None","High",8,4.3,"Pass"
"S1384","Ahmed","Jones","student384@university.com","Male",20,"CS",60.06,58.78,57.86,70.34,79.02,5.41,74.02,52.77,"C",21.8,"No","Yes","Bachelor's","Low",10,5.8,"Pass"
"S1385","Liam","Brown","student385@university.com","Female",24,"CS",76.16,63.86,77.41,68.79,96.61,5.4,89.53,79.44,"A",6.4,"Yes","Yes","None","Low",4,5.1,"Pass"
"S1386","John","Brown","student386@university.com","Female",18,"Mathematics",67.31,82.01,83.57,83.31,55.4,2.2,84.86,90.1,"D",18.2,"No","No","Master's","Low",1,4.9,"Fail"
"S1387","Omar","Smith","student387@university.com","Female",21,"CS",76.29,94.92,42.35,67.92,54.72,1.18,88.48,72.65,"C",8,"No","Yes","PhD","High",4,4.7,"Pass"
"S1388","Ali","Williams","student388@university.com","Male",18,"CS",61.61,45.27,71.86,51.02,85.83,5.44,64.4,76.21,"D",21.5,"No","No","High School","Medium",2,4.7,"Fail"
"S1389","Ali","Davis","student389@university.com","Female",23,"Mathematics",52.38,91.69,73.92,71.95,65.76,1.2,85.22,63.54,"F",12.5,"Yes","No","Bachelor's","High",3,4.8,"Fail"
